epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.7996,1.47567,3.29886,1.41597,0.40718,0.23892,0.16438,0.09234,1.52573,2.56192,1.47677,0.000360588,0.000360588,0.000360588
